name,alt,nps,kgm,od,thk,sch,profileCode,code
,,3.5,14.8056174,101.6,6.3,,CHS,EN 10219-2 CR
,,4,6.89247,114.3,2.5,,CHS,EN 10219-2 CR
,,4,8.233974,114.3,3,,CHS,EN 10219-2 CR
,,4,10.879992,114.3,4,,CHS,EN 10219-2 CR
,,4,13.47669,114.3,5,,CHS,EN 10219-2 CR
,,4,16.024068,114.3,6,,CHS,EN 10219-2 CR
,,4,16.778664,114.3,6.3,,CHS,EN 10219-2 CR
,,4,20.970864,114.3,8,,CHS,EN 10219-2 CR
,,0,10.113066,139.7,3,,CHS,EN 10219-2 CR
,,0,13.385448,139.7,4,,CHS,EN 10219-2 CR
,,0,16.60851,139.7,5,,CHS,EN 10219-2 CR
,,0,19.782252,139.7,6,,CHS,EN 10219-2 CR
,,0,20.7247572,139.7,6.3,,CHS,EN 10219-2 CR
,,0,25.981776,139.7,8,,CHS,EN 10219-2 CR
,,0,31.98402,139.7,10,,CHS,EN 10219-2 CR
,,6,12.228894,168.3,3,,CHS,EN 10219-2 CR
,,6,16.206552,168.3,4,,CHS,EN 10219-2 CR
,,6,20.13489,168.3,5,,CHS,EN 10219-2 CR
,,6,24.013908,168.3,6,,CHS,EN 10219-2 CR
,,6,25.167996,168.3,6.3,,CHS,EN 10219-2 CR
,,6,31.623984,168.3,8,,CHS,EN 10219-2 CR
,,6,39.03678,168.3,10,,CHS,EN 10219-2 CR
,,0,17.143632,177.8,4,,CHS,EN 10219-2 CR
,,0,21.30624,177.8,5,,CHS,EN 10219-2 CR
,,0,25.419528,177.8,6,,CHS,EN 10219-2 CR
,,0,26.643897,177.8,6.3,,CHS,EN 10219-2 CR
,,0,33.498144,177.8,8,,CHS,EN 10219-2 CR
,,0,41.37948,177.8,10,,CHS,EN 10219-2 CR
,,0,49.063536,177.8,12,,CHS,EN 10219-2 CR
,,0,50.953725,177.8,12.5,,CHS,EN 10219-2 CR
,,0,18.712008,193.7,4,,CHS,EN 10219-2 CR
,,0,23.26671,193.7,5,,CHS,EN 10219-2 CR
,,0,27.772092,193.7,6,,CHS,EN 10219-2 CR
,,0,29.1140892,193.7,6.3,,CHS,EN 10219-2 CR
,,0,36.634896,193.7,8,,CHS,EN 10219-2 CR
,,0,45.30042,193.7,10,,CHS,EN 10219-2 CR
,,0,53.768664,193.7,12,,CHS,EN 10219-2 CR
,,0,55.8549,193.7,12.5,,CHS,EN 10219-2 CR
,,8,21.217464,219.1,4,,CHS,EN 10219-2 CR
,,8,26.39853,219.1,5,,CHS,EN 10219-2 CR
,,8,31.530276,219.1,6,,CHS,EN 10219-2 CR
,,8,33.0601824,219.1,6.3,,CHS,EN 10219-2 CR
,,8,41.645808,219.1,8,,CHS,EN 10219-2 CR
,,8,51.56406,219.1,10,,CHS,EN 10219-2 CR
,,8,61.285032,219.1,12,,CHS,EN 10219-2 CR
,,8,63.68445,219.1,12.5,,CHS,EN 10219-2 CR
,,0,29.53035,244.5,5,,CHS,EN 10219-2 CR
,,0,35.28846,244.5,6,,CHS,EN 10219-2 CR
,,0,37.0062756,244.5,6.3,,CHS,EN 10219-2 CR
,,0,46.65672,244.5,8,,CHS,EN 10219-2 CR
,,0,57.8277,244.5,10,,CHS,EN 10219-2 CR
,,0,68.8014,244.5,12,,CHS,EN 10219-2 CR
,,0,71.514,244.5,12.5,,CHS,EN 10219-2 CR
,,10,33.0444,273,5,,CHS,EN 10219-2 CR
,,10,39.50532,273,6,,CHS,EN 10219-2 CR
,,10,41.4339786,273,6.3,,CHS,EN 10219-2 CR
,,10,52.2792,273,8,,CHS,EN 10219-2 CR
,,10,64.8558,273,10,,CHS,EN 10219-2 CR
,,10,77.23512,273,12,,CHS,EN 10219-2 CR
,,10,80.299125,273,12.5,,CHS,EN 10219-2 CR
,,12,39.32037,323.9,5,,CHS,EN 10219-2 CR
,,12,47.036484,323.9,6,,CHS,EN 10219-2 CR
,,12,49.3417008,323.9,6.3,,CHS,EN 10219-2 CR
,,12,62.320752,323.9,8,,CHS,EN 10219-2 CR
,,12,77.40774,323.9,10,,CHS,EN 10219-2 CR
,,12,92.297448,323.9,12,,CHS,EN 10219-2 CR
,,12,95.98905,323.9,12.5,,CHS,EN 10219-2 CR
,,0,43.22898,355.6,5,,CHS,EN 10219-2 CR
,,0,51.726816,355.6,6,,CHS,EN 10219-2 CR
,,0,54.2665494,355.6,6.3,,CHS,EN 10219-2 CR
,,0,68.574528,355.6,8,,CHS,EN 10219-2 CR
,,0,85.22496,355.6,10,,CHS,EN 10219-2 CR
,,0,101.678112,355.6,12,,CHS,EN 10219-2 CR
,,0,105.760575,355.6,12.5,,CHS,EN 10219-2 CR
,,0,133.992576,355.6,16,,CHS,EN 10219-2 CR
,,0,165.51792,355.6,20,,CHS,EN 10219-2 CR
,,16,59.243184,406.4,6,,CHS,EN 10219-2 CR
,,16,62.1587358,406.4,6.3,,CHS,EN 10219-2 CR
,,16,78.596352,406.4,8,,CHS,EN 10219-2 CR
,,16,97.75224,406.4,10,,CHS,EN 10219-2 CR
,,16,116.710848,406.4,12,,CHS,EN 10219-2 CR
,,16,121.419675,406.4,12.5,,CHS,EN 10219-2 CR
,,16,154.036224,406.4,16,,CHS,EN 10219-2 CR
,,16,190.57248,406.4,20,,CHS,EN 10219-2 CR
,,16,235.1331,406.4,25,,CHS,EN 10219-2 CR
,,0,66.72996,457,6,,CHS,EN 10219-2 CR
,,0,70.0198506,457,6.3,,CHS,EN 10219-2 CR
,,0,88.57872,457,8,,CHS,EN 10219-2 CR
,,0,110.2302,457,10,,CHS,EN 10219-2 CR
,,0,131.6844,457,12,,CHS,EN 10219-2 CR
,,0,137.017125,457,12.5,,CHS,EN 10219-2 CR
,,0,174.00096,457,16,,CHS,EN 10219-2 CR
,,0,215.5284,457,20,,CHS,EN 10219-2 CR
,,0,266.328,457,25,,CHS,EN 10219-2 CR
,,0,315.8946,457,30,,CHS,EN 10219-2 CR
,,20,74.27592,508,6,,CHS,EN 10219-2 CR
,,20,77.9431086,508,6.3,,CHS,EN 10219-2 CR
,,20,98.64,508,8,,CHS,EN 10219-2 CR
,,20,122.8068,508,10,,CHS,EN 10219-2 CR
,,20,146.77632,508,12,,CHS,EN 10219-2 CR
,,20,152.737875,508,12.5,,CHS,EN 10219-2 CR
,,20,194.12352,508,16,,CHS,EN 10219-2 CR
,,20,240.6816,508,20,,CHS,EN 10219-2 CR
,,20,297.7695,508,25,,CHS,EN 10219-2 CR
,,20,353.6244,508,30,,CHS,EN 10219-2 CR
,,24,89.36784,610,6,,CHS,EN 10219-2 CR
,,24,93.7896246,610,6.3,,CHS,EN 10219-2 CR
,,24,118.76256,610,8,,CHS,EN 10219-2 CR
,,24,147.96,610,10,,CHS,EN 10219-2 CR
,,24,176.96016,610,12,,CHS,EN 10219-2 CR
,,24,184.179375,610,12.5,,CHS,EN 10219-2 CR
,,24,234.36864,610,16,,CHS,EN 10219-2 CR
,,24,290.988,610,20,,CHS,EN 10219-2 CR
,,24,360.6525,610,25,,CHS,EN 10219-2 CR
,,24,429.084,610,30,,CHS,EN 10219-2 CR
,,28,104.3118,711,6,,CHS,EN 10219-2 CR
,,28,109.4807826,711,6.3,,CHS,EN 10219-2 CR
,,28,138.68784,711,8,,CHS,EN 10219-2 CR
,,28,172.8666,711,10,,CHS,EN 10219-2 CR
,,28,206.84808,711,12,,CHS,EN 10219-2 CR
,,28,215.312625,711,12.5,,CHS,EN 10219-2 CR
,,28,274.2192,711,16,,CHS,EN 10219-2 CR
,,28,340.8012,711,20,,CHS,EN 10219-2 CR
,,28,422.919,711,25,,CHS,EN 10219-2 CR
,,28,503.8038,711,30,,CHS,EN 10219-2 CR
,,30,111.85776,762,6,,CHS,EN 10219-2 CR
,,30,117.4040406,762,6.3,,CHS,EN 10219-2 CR
,,30,148.74912,762,8,,CHS,EN 10219-2 CR
,,30,185.4432,762,10,,CHS,EN 10219-2 CR
,,30,221.94,762,12,,CHS,EN 10219-2 CR
,,30,231.033375,762,12.5,,CHS,EN 10219-2 CR
,,30,294.34176,762,16,,CHS,EN 10219-2 CR
,,30,365.9544,762,20,,CHS,EN 10219-2 CR
,,30,454.3605,762,25,,CHS,EN 10219-2 CR
,,30,541.5336,762,30,,CHS,EN 10219-2 CR
,,32,158.8104,813,8,,CHS,EN 10219-2 CR
,,32,198.0198,813,10,,CHS,EN 10219-2 CR
,,32,237.03192,813,12,,CHS,EN 10219-2 CR
,,32,246.754125,813,12.5,,CHS,EN 10219-2 CR
,,32,314.46432,813,16,,CHS,EN 10219-2 CR
,,32,391.1076,813,20,,CHS,EN 10219-2 CR
,,32,485.802,813,25,,CHS,EN 10219-2 CR
,,32,579.2634,813,30,,CHS,EN 10219-2 CR
,,36,178.73568,914,8,,CHS,EN 10219-2 CR
,,36,222.9264,914,10,,CHS,EN 10219-2 CR
,,36,266.91984,914,12,,CHS,EN 10219-2 CR
,,36,277.887375,914,12.5,,CHS,EN 10219-2 CR
,,36,354.31488,914,16,,CHS,EN 10219-2 CR
,,36,440.9208,914,20,,CHS,EN 10219-2 CR
,,36,548.0685,914,25,,CHS,EN 10219-2 CR
,,36,653.9832,914,30,,CHS,EN 10219-2 CR
,,40,198.85824,1016,8,,CHS,EN 10219-2 CR
,,40,248.0796,1016,10,,CHS,EN 10219-2 CR
,,40,297.10368,1016,12,,CHS,EN 10219-2 CR
,,40,309.328875,1016,12.5,,CHS,EN 10219-2 CR
,,40,394.56,1016,16,,CHS,EN 10219-2 CR
,,40,491.2272,1016,20,,CHS,EN 10219-2 CR
,,40,610.9515,1016,25,,CHS,EN 10219-2 CR
,,40,729.4428,1016,30,,CHS,EN 10219-2 CR
,,42,260.6562,1067,10,,CHS,EN 10219-2 CR
,,42,312.1956,1067,12,,CHS,EN 10219-2 CR
,,42,325.049625,1067,12.5,,CHS,EN 10219-2 CR
,,42,414.68256,1067,16,,CHS,EN 10219-2 CR
,,42,516.3804,1067,20,,CHS,EN 10219-2 CR
,,42,642.393,1067,25,,CHS,EN 10219-2 CR
,,42,767.1726,1067,30,,CHS,EN 10219-2 CR
,,46,285.5628,1168,10,,CHS,EN 10219-2 CR
,,46,342.08352,1168,12,,CHS,EN 10219-2 CR
,,46,356.182875,1168,12.5,,CHS,EN 10219-2 CR
,,46,454.53312,1168,16,,CHS,EN 10219-2 CR
,,46,566.1936,1168,20,,CHS,EN 10219-2 CR
,,46,704.6595,1168,25,,CHS,EN 10219-2 CR
,,48,298.1394,1219,10,,CHS,EN 10219-2 CR
,,48,357.17544,1219,12,,CHS,EN 10219-2 CR
,,48,371.903625,1219,12.5,,CHS,EN 10219-2 CR
,,48,474.65568,1219,16,,CHS,EN 10219-2 CR
,,48,591.3468,1219,20,,CHS,EN 10219-2 CR
,,48,736.101,1219,25,,CHS,EN 10219-2 CR
,,0.5,1.4283072,21.3,3.2,,CHS,EN 10210-2 HR
,,0.75,1.8702144,26.9,3.2,,CHS,EN 10210-2 HR
,,1,1.9940076,33.7,2.6,,CHS,EN 10210-2 HR
,,1,2.406816,33.7,3.2,,CHS,EN 10210-2 HR
,,1,2.929608,33.7,4,,CHS,EN 10210-2 HR
,,1.25,2.5518168,42.4,2.6,,CHS,EN 10210-2 HR
,,1.25,3.0933504,42.4,3.2,,CHS,EN 10210-2 HR
,,1.25,3.787776,42.4,4,,CHS,EN 10210-2 HR
,,1.5,2.82357,48.3,2.5,,CHS,EN 10210-2 HR
,,1.5,3.5589312,48.3,3.2,,CHS,EN 10210-2 HR
,,1.5,4.369752,48.3,4,,CHS,EN 10210-2 HR
,,1.5,5.33889,48.3,5,,CHS,EN 10210-2 HR
,,2,4.5058752,60.3,3.2,,CHS,EN 10210-2 HR
,,2,5.553432,60.3,4,,CHS,EN 10210-2 HR
,,2,6.81849,60.3,5,,CHS,EN 10210-2 HR
,,0,5.760576,76.2,3.2,,CHS,EN 10210-2 HR
,,0,7.121808,76.2,4,,CHS,EN 10210-2 HR
,,0,8.77896,76.2,5,,CHS,EN 10210-2 HR
,,3,6.7627584,88.9,3.2,,CHS,EN 10210-2 HR
,,3,8.374536,88.9,4,,CHS,EN 10210-2 HR
,,3,10.34487,88.9,5,,CHS,EN 10210-2 HR
,,4,8.233974,114.3,3,,CHS,EN 10210-2 HR
,,4,9.8275032,114.3,3.6,,CHS,EN 10210-2 HR
,,4,13.47669,114.3,5,,CHS,EN 10210-2 HR
,,4,16.778664,114.3,6.3,,CHS,EN 10210-2 HR
,,0,9.17352,127,3,,CHS,EN 10210-2 HR
,,0,15.0426,127,5,,CHS,EN 10210-2 HR
,,0,10.113066,139.7,3,,CHS,EN 10210-2 HR
,,0,12.0824136,139.7,3.6,,CHS,EN 10210-2 HR
,,0,16.60851,139.7,5,,CHS,EN 10210-2 HR
,,0,20.7247572,139.7,6.3,,CHS,EN 10210-2 HR
,,0,25.981776,139.7,8,,CHS,EN 10210-2 HR
,,0,31.98402,139.7,10,,CHS,EN 10210-2 HR
,,6,20.13489,168.3,5,,CHS,EN 10210-2 HR
,,6,25.167996,168.3,6.3,,CHS,EN 10210-2 HR
,,6,31.623984,168.3,8,,CHS,EN 10210-2 HR
,,6,39.03678,168.3,10,,CHS,EN 10210-2 HR
,,7,23.26671,193.7,5,,CHS,EN 10210-2 HR
,,7,29.1140892,193.7,6.3,,CHS,EN 10210-2 HR
,,7,36.634896,193.7,8,,CHS,EN 10210-2 HR
,,7,45.30042,193.7,10,,CHS,EN 10210-2 HR
,,8,26.39853,219.1,5,,CHS,EN 10210-2 HR
,,8,33.0601824,219.1,6.3,,CHS,EN 10210-2 HR
,,8,41.645808,219.1,8,,CHS,EN 10210-2 HR
,,8,51.56406,219.1,10,,CHS,EN 10210-2 HR
,,8,63.68445,219.1,12.5,,CHS,EN 10210-2 HR
,,0,37.0062756,244.5,6.3,,CHS,EN 10210-2 HR
,,0,46.65672,244.5,8,,CHS,EN 10210-2 HR
,,0,57.8277,244.5,10,,CHS,EN 10210-2 HR
,,0,71.514,244.5,12.5,,CHS,EN 10210-2 HR
,,0,90.15696,244.5,16,,CHS,EN 10210-2 HR
,,10,41.4339786,273,6.3,,CHS,EN 10210-2 HR
,,10,52.2792,273,8,,CHS,EN 10210-2 HR
,,10,64.8558,273,10,,CHS,EN 10210-2 HR
,,10,80.299125,273,12.5,,CHS,EN 10210-2 HR
,,10,101.40192,273,16,,CHS,EN 10210-2 HR
,,12,49.3417008,323.9,6.3,,CHS,EN 10210-2 HR
,,12,62.320752,323.9,8,,CHS,EN 10210-2 HR
,,12,77.40774,323.9,10,,CHS,EN 10210-2 HR
,,12,95.98905,323.9,12.5,,CHS,EN 10210-2 HR
,,12,121.485024,323.9,16,,CHS,EN 10210-2 HR
,,0,68.574528,355.6,8,,CHS,EN 10210-2 HR
,,0,85.22496,355.6,10,,CHS,EN 10210-2 HR
,,0,105.760575,355.6,12.5,,CHS,EN 10210-2 HR
,,0,133.992576,355.6,16,,CHS,EN 10210-2 HR
,,16,97.75224,406.4,10,,CHS,EN 10210-2 HR
,,16,121.419675,406.4,12.5,,CHS,EN 10210-2 HR
,,16,154.036224,406.4,16,,CHS,EN 10210-2 HR
,,0,110.2302,457,10,,CHS,EN 10210-2 HR
,,0,137.017125,457,12.5,,CHS,EN 10210-2 HR
,,0,174.00096,457,16,,CHS,EN 10210-2 HR
,,20,122.8068,508,10,,CHS,EN 10210-2 HR
,,20,152.737875,508,12.5,,CHS,EN 10210-2 HR
,,20,194.12352,508,16,,CHS,EN 10210-2 HR
,,0.5,0.971604,21.7,2,,CHS,JIS G3444
,,0.75,1.242864,27.2,2,,CHS,JIS G3444
,,0.75,1.4122782,27.2,2.3,,CHS,JIS G3444
,,1,1.7979606,34,2.3,,CHS,JIS G3444
,,1.25,2.2914072,42.7,2.3,,CHS,JIS G3444
,,1.25,2.47833,42.7,2.5,,CHS,JIS G3444
,,1.5,2.6260434,48.6,2.3,,CHS,JIS G3444
,,1.5,2.842065,48.6,2.5,,CHS,JIS G3444
,,1.5,3.1623984,48.6,2.8,,CHS,JIS G3444
,,1.5,3.5826048,48.6,3.2,,CHS,JIS G3444
,,2,3.3009876,60.5,2.3,,CHS,JIS G3444
,,2,4.5216576,60.5,3.2,,CHS,JIS G3444
,,2,5.57316,60.5,4,,CHS,JIS G3444
,,0,5.075028,76.3,2.8,,CHS,JIS G3444
,,0,5.7684672,76.3,3.2,,CHS,JIS G3444
,,0,7.131672,76.3,4,,CHS,JIS G3444
,,3,5.9588424,89.1,2.8,,CHS,JIS G3444
,,3,6.7785408,89.1,3.2,,CHS,JIS G3444
,,3.5,7.7649408,101.6,3.2,,CHS,JIS G3444
,,3.5,9.627264,101.6,4,,CHS,JIS G3444
,,3.5,11.91078,101.6,5,,CHS,JIS G3444
,,4,8.7671232,114.3,3.2,,CHS,JIS G3444
,,4,9.563148,114.3,3.5,,CHS,JIS G3444
,,4,12.184506,114.3,4.5,,CHS,JIS G3444
,,0,12.0912912,139.8,3.6,,CHS,JIS G3444
,,0,13.395312,139.8,4,,CHS,JIS G3444
,,0,15.014241,139.8,4.5,,CHS,JIS G3444
,,0,19.797048,139.8,6,,CHS,JIS G3444
,,0,17.832879,165.2,4.5,,CHS,JIS G3444
,,0,19.75266,165.2,5,,CHS,JIS G3444
,,0,23.555232,165.2,6,,CHS,JIS G3444
,,0,27.6810966,165.2,7.1,,CHS,JIS G3444
,,7,20.662614,190.7,4.5,,CHS,JIS G3444
,,7,24.2314092,190.7,5.3,,CHS,JIS G3444
,,7,27.328212,190.7,6,,CHS,JIS G3444
,,7,31.710294,190.7,7,,CHS,JIS G3444
,,7,36.90369,190.7,8.2,,CHS,JIS G3444
,,8,23.503446,216.3,4.5,,CHS,JIS G3444
,,8,30.107394,216.3,5.8,,CHS,JIS G3444
,,8,31.115988,216.3,6,,CHS,JIS G3444
,,8,36.129366,216.3,7,,CHS,JIS G3444
,,8,41.093424,216.3,8,,CHS,JIS G3444
,,8,42.0803172,216.3,8.2,,CHS,JIS G3444
,,0,38.676744,267.4,6,,CHS,JIS G3444
,,0,42.4467648,267.4,6.6,,CHS,JIS G3444
,,0,44.950248,267.4,7,,CHS,JIS G3444
,,0,51.174432,267.4,8,,CHS,JIS G3444
,,0,57.349296,267.4,9,,CHS,JIS G3444
,,0,59.1921378,267.4,9.3,,CHS,JIS G3444
,,0,46.2375,318.5,6,,CHS,JIS G3444
,,0,53.0199864,318.5,6.9,,CHS,JIS G3444
,,0,61.25544,318.5,8,,CHS,JIS G3444
,,0,68.69043,318.5,9,,CHS,JIS G3444
,,0,78.2821836,318.5,10.3,,CHS,JIS G3444
,,14,55.1121408,355.6,6.4,,CHS,JIS G3444
,,14,67.7368278,355.6,7.9,,CHS,JIS G3444
,,14,76.924404,355.6,9,,CHS,JIS G3444
,,14,81.080847,355.6,9.5,,CHS,JIS G3444
,,14,101.678112,355.6,12,,CHS,JIS G3444
,,14,107.3901078,355.6,12.7,,CHS,JIS G3444
,,16,77.633379,406.4,7.9,,CHS,JIS G3444
,,16,88.198956,406.4,9,,CHS,JIS G3444
,,16,92.981763,406.4,9.5,,CHS,JIS G3444
,,16,116.710848,406.4,12,,CHS,JIS G3444
,,16,123.2997534,406.4,12.7,,CHS,JIS G3444
,,16,154.036224,406.4,16,,CHS,JIS G3444
,,16,181.512396,406.4,19,,CHS,JIS G3444
,,18,99.473508,457.2,9,,CHS,JIS G3444
,,18,104.882679,457.2,9.5,,CHS,JIS G3444
,,18,131.743584,457.2,12,,CHS,JIS G3444
,,18,139.209399,457.2,12.7,,CHS,JIS G3444
,,18,174.079872,457.2,16,,CHS,JIS G3444
,,18,205.314228,457.2,19,,CHS,JIS G3444
,,0,108.97254,500,9,,CHS,JIS G3444
,,0,144.40896,500,12,,CHS,JIS G3444
,,0,167.78664,500,14,,CHS,JIS G3444
,,20,97.4264814,508,7.9,,CHS,JIS G3444
,,20,110.74806,508,9,,CHS,JIS G3444
,,20,116.783595,508,9.5,,CHS,JIS G3444
,,20,146.77632,508,12,,CHS,JIS G3444
,,20,155.1190446,508,12.7,,CHS,JIS G3444
,,20,170.54856,508,14,,CHS,JIS G3444
,,20,194.12352,508,16,,CHS,JIS G3444
,,20,229.11606,508,19,,CHS,JIS G3444
,,20,263.66472,508,22,,CHS,JIS G3444
,,0,122.022612,558.8,9,,CHS,JIS G3444
,,0,161.809056,558.8,12,,CHS,JIS G3444
,,0,214.167168,558.8,16,,CHS,JIS G3444
,,0,252.917892,558.8,19,,CHS,JIS G3444
,,0,291.224736,558.8,22,,CHS,JIS G3444
,,0,131.16654,600,9,,CHS,JIS G3444
,,0,174.00096,600,12,,CHS,JIS G3444
,,0,202.31064,600,14,,CHS,JIS G3444
,,0,230.42304,600,16,,CHS,JIS G3444
,,0,133.297164,609.6,9,,CHS,JIS G3444
,,0,140.585427,609.6,9.5,,CHS,JIS G3444
,,0,176.841792,609.6,12,,CHS,JIS G3444
,,0,186.9383358,609.6,12.7,,CHS,JIS G3444
,,0,205.624944,609.6,14,,CHS,JIS G3444
,,0,234.210816,609.6,16,,CHS,JIS G3444
,,0,276.719724,609.6,19,,CHS,JIS G3444
,,0,318.784752,609.6,22,,CHS,JIS G3444
,,0,153.36054,700,9,,CHS,JIS G3444
,,0,203.59296,700,12,,CHS,JIS G3444
,,0,236.83464,700,14,,CHS,JIS G3444
,,0,269.87904,700,16,,CHS,JIS G3444
,,0,155.846268,711.2,9,,CHS,JIS G3444
,,0,206.907264,711.2,12,,CHS,JIS G3444
,,0,240.701328,711.2,14,,CHS,JIS G3444
,,0,274.298112,711.2,16,,CHS,JIS G3444
,,0,324.323388,711.2,19,,CHS,JIS G3444
,,0,373.904784,711.2,22,,CHS,JIS G3444
,,32,178.395372,812.8,9,,CHS,JIS G3444
,,32,236.972736,812.8,12,,CHS,JIS G3444
,,32,275.777712,812.8,14,,CHS,JIS G3444
,,32,314.385408,812.8,16,,CHS,JIS G3444
,,32,371.927052,812.8,19,,CHS,JIS G3444
,,32,429.024816,812.8,22,,CHS,JIS G3444
,,36,267.038208,914.4,12,,CHS,JIS G3444
,,36,310.854096,914.4,14,,CHS,JIS G3444
,,36,354.472704,914.4,16,,CHS,JIS G3444
,,36,419.530716,914.4,19,,CHS,JIS G3444
,,36,484.144848,914.4,22,,CHS,JIS G3444
,,40,297.10368,1016,12,,CHS,JIS G3444
,,40,345.93048,1016,14,,CHS,JIS G3444
,,40,394.56,1016,16,,CHS,JIS G3444
,,40,467.13438,1016,19,,CHS,JIS G3444
,,40,539.26488,1016,22,,CHS,JIS G3444
,,0.5,0.971604,21.7,2,,CHS,KS D3566
,,0.75,1.242864,27.2,2,,CHS,KS D3566
,,0.75,1.4122782,27.2,2.3,,CHS,KS D3566
,,1,1.7979606,34,2.3,,CHS,KS D3566
,,1.25,2.2914072,42.7,2.3,,CHS,KS D3566
,,1.25,2.47833,42.7,2.5,,CHS,KS D3566
,,1.5,2.6260434,48.6,2.3,,CHS,KS D3566
,,1.5,2.842065,48.6,2.5,,CHS,KS D3566
,,1.5,3.1623984,48.6,2.8,,CHS,KS D3566
,,1.5,3.5826048,48.6,3.2,,CHS,KS D3566
,,2,3.3009876,60.5,2.3,,CHS,KS D3566
,,2,4.5216576,60.5,3.2,,CHS,KS D3566
,,2,5.57316,60.5,4,,CHS,KS D3566
,,0,5.075028,76.3,2.8,,CHS,KS D3566
,,0,5.7684672,76.3,3.2,,CHS,KS D3566
,,0,7.131672,76.3,4,,CHS,KS D3566
,,3,5.9588424,89.1,2.8,,CHS,KS D3566
,,3,6.7785408,89.1,3.2,,CHS,KS D3566
,,3.5,7.7649408,101.6,3.2,,CHS,KS D3566
,,3.5,9.627264,101.6,4,,CHS,KS D3566
,,3.5,11.91078,101.6,5,,CHS,KS D3566
,,4,8.7671232,114.3,3.2,,CHS,KS D3566
,,4,9.563148,114.3,3.5,,CHS,KS D3566
,,4,12.184506,114.3,4.5,,CHS,KS D3566
,,0,12.0912912,139.8,3.6,,CHS,KS D3566
,,0,13.395312,139.8,4,,CHS,KS D3566
,,0,15.014241,139.8,4.5,,CHS,KS D3566
,,0,19.797048,139.8,6,,CHS,KS D3566
,,0,17.832879,165.2,4.5,,CHS,KS D3566
,,0,19.75266,165.2,5,,CHS,KS D3566
,,0,23.555232,165.2,6,,CHS,KS D3566
,,0,27.6810966,165.2,7.1,,CHS,KS D3566
,,7,20.662614,190.7,4.5,,CHS,KS D3566
,,7,24.2314092,190.7,5.3,,CHS,KS D3566
,,7,27.328212,190.7,6,,CHS,KS D3566
,,7,31.710294,190.7,7,,CHS,KS D3566
,,7,36.90369,190.7,8.2,,CHS,KS D3566
,,8,23.503446,216.3,4.5,,CHS,KS D3566
,,8,30.107394,216.3,5.8,,CHS,KS D3566
,,8,31.115988,216.3,6,,CHS,KS D3566
,,8,36.129366,216.3,7,,CHS,KS D3566
,,8,41.093424,216.3,8,,CHS,KS D3566
,,8,42.0803172,216.3,8.2,,CHS,KS D3566
,,0,38.676744,267.4,6,,CHS,KS D3566
,,0,42.4467648,267.4,6.6,,CHS,KS D3566
,,0,44.950248,267.4,7,,CHS,KS D3566
,,0,51.174432,267.4,8,,CHS,KS D3566
,,0,57.349296,267.4,9,,CHS,KS D3566
,,0,59.1921378,267.4,9.3,,CHS,KS D3566
,,0,46.2375,318.5,6,,CHS,KS D3566
,,0,53.0199864,318.5,6.9,,CHS,KS D3566
,,0,61.25544,318.5,8,,CHS,KS D3566
,,0,68.69043,318.5,9,,CHS,KS D3566
,,0,78.2821836,318.5,10.3,,CHS,KS D3566
,,14,55.1121408,355.6,6.4,,CHS,KS D3566
,,14,67.7368278,355.6,7.9,,CHS,KS D3566
,,14,76.924404,355.6,9,,CHS,KS D3566
,,14,81.080847,355.6,9.5,,CHS,KS D3566
,,14,101.678112,355.6,12,,CHS,KS D3566
,,14,107.3901078,355.6,12.7,,CHS,KS D3566
,,16,77.633379,406.4,7.9,,CHS,KS D3566
,,16,88.198956,406.4,9,,CHS,KS D3566
,,16,92.981763,406.4,9.5,,CHS,KS D3566
,,16,116.710848,406.4,12,,CHS,KS D3566
,,16,123.2997534,406.4,12.7,,CHS,KS D3566
,,16,154.036224,406.4,16,,CHS,KS D3566
,,16,181.512396,406.4,19,,CHS,KS D3566
,,18,99.473508,457.2,9,,CHS,KS D3566
,,18,104.882679,457.2,9.5,,CHS,KS D3566
,,18,131.743584,457.2,12,,CHS,KS D3566
,,18,139.209399,457.2,12.7,,CHS,KS D3566
,,18,174.079872,457.2,16,,CHS,KS D3566
,,18,205.314228,457.2,19,,CHS,KS D3566
,,0,108.97254,500,9,,CHS,KS D3566
,,0,144.40896,500,12,,CHS,KS D3566
,,0,167.78664,500,14,,CHS,KS D3566
,,20,97.4264814,508,7.9,,CHS,KS D3566
,,20,110.74806,508,9,,CHS,KS D3566
,,20,116.783595,508,9.5,,CHS,KS D3566
,,20,146.77632,508,12,,CHS,KS D3566
,,20,155.1190446,508,12.7,,CHS,KS D3566
,,20,170.54856,508,14,,CHS,KS D3566
,,20,194.12352,508,16,,CHS,KS D3566
,,20,229.11606,508,19,,CHS,KS D3566
,,20,263.66472,508,22,,CHS,KS D3566
,,0,122.022612,558.8,9,,CHS,KS D3566
,,0,161.809056,558.8,12,,CHS,KS D3566
,,0,214.167168,558.8,16,,CHS,KS D3566
,,0,252.917892,558.8,19,,CHS,KS D3566
,,0,291.224736,558.8,22,,CHS,KS D3566
,,0,131.16654,600,9,,CHS,KS D3566
,,0,174.00096,600,12,,CHS,KS D3566
,,0,202.31064,600,14,,CHS,KS D3566
,,0,230.42304,600,16,,CHS,KS D3566
,,0,133.297164,609.6,9,,CHS,KS D3566
,,0,140.585427,609.6,9.5,,CHS,KS D3566
,,0,176.841792,609.6,12,,CHS,KS D3566
